1571109268.000000, IBI
122.161842,0.812537
122.943127,0.781286
123.646285,0.703157
124.380693,0.734409
125.177605,0.796911
125.943265,0.765660
126.724550,0.781286
127.505836,0.781286
128.396502,0.890666
129.146536,0.750034
129.990325,0.843789
133.865502,0.765660
134.568660,0.703157
135.287442,0.718783
136.068728,0.781286
136.850014,0.781286
137.631300,0.781286
138.412585,0.781286
139.146994,0.734409
139.912654,0.765660
140.647063,0.734409
141.365846,0.718783
142.069003,0.703157
142.756534,0.687531
164.273144,0.718783
165.023179,0.750034
165.820090,0.796911
166.601376,0.781286
167.382662,0.781286
178.273785,0.734409
178.976942,0.703157
179.680099,0.703157
180.383257,0.703157
181.086414,0.703157
181.805197,0.718783
182.523980,0.718783
189.868066,0.656280
190.539972,0.671906
191.211877,0.671906
191.899409,0.687531
192.618192,0.718783
193.368226,0.750034
194.149512,0.781286
194.915172,0.765660
195.680832,0.765660
196.399615,0.718783
197.196526,0.796911
197.899683,0.703157
198.571589,0.671906
199.274746,0.703157
200.009155,0.734409
200.774815,0.765660
201.540475,0.765660
202.274884,0.734409
203.009292,0.734409
203.774952,0.765660
204.462484,0.687531
205.150015,0.687531
205.821921,0.671906
206.509453,0.687531
207.196984,0.687531
207.868890,0.671906
208.665801,0.796911
209.290830,0.625029
210.009613,0.718783
210.837776,0.828163
211.619061,0.781286
212.353470,0.734409
213.056627,0.703157
213.759784,0.703157
214.447316,0.687531
215.072345,0.625029
215.759876,0.687531
216.447407,0.687531
217.166190,0.718783
217.869348,0.703157
218.603756,0.734409
219.338165,0.734409
220.088199,0.750034
220.838233,0.750034
221.557016,0.718783
222.275799,0.718783
222.994582,0.718783
223.760242,0.765660
224.463399,0.703157
225.197808,0.734409
225.932217,0.734409
226.651000,0.718783
227.322905,0.671906
228.041688,0.718783
228.776097,0.734409
229.510505,0.734409
230.276165,0.765660
231.026200,0.750034
231.823111,0.796911
248.151984,0.734409
248.870767,0.718783
249.542672,0.671906
250.198952,0.656280
250.886484,0.687531
251.558390,0.671906
252.245921,0.687531
252.964704,0.718783
253.730364,0.765660
254.574153,0.843789
255.402316,0.828163
256.214853,0.812537
257.027390,0.812537
257.855553,0.828163
258.652464,0.796911
259.433750,0.781286
260.215036,0.781286
260.996322,0.781286
261.777607,0.781286
262.558893,0.781286
263.340179,0.781286
264.105839,0.765660
264.871499,0.765660
265.590282,0.718783
266.293439,0.703157
267.027848,0.734409
267.777882,0.750034
268.543542,0.765660
269.324828,0.781286
270.168617,0.843789
270.981154,0.812537
271.778065,0.796911
272.574977,0.796911
273.387514,0.812537
274.168800,0.781286
274.950085,0.781286
275.731371,0.781286
276.497031,0.765660
277.247066,0.750034
278.012726,0.765660
278.778386,0.765660
279.575297,0.796911
280.387834,0.812537
281.184746,0.796911
281.966032,0.781286
282.731692,0.765660
283.481726,0.750034
284.216135,0.734409
284.934917,0.718783
285.653700,0.718783
286.403735,0.750034
287.138143,0.734409
287.872552,0.734409
288.591335,0.718783
289.325743,0.734409
290.060152,0.734409
290.810186,0.750034
291.560221,0.750034
292.325881,0.765660
293.075915,0.750034
293.810324,0.734409
294.544732,0.734409
295.279141,0.734409
296.013550,0.734409
296.747958,0.734409
297.482367,0.734409
298.185524,0.703157
298.904307,0.718783
299.560587,0.656280
300.263744,0.703157
300.982527,0.718783
301.732561,0.750034
302.498221,0.765660
303.279507,0.781286
304.060793,0.781286
304.873330,0.812537
305.670242,0.796911
306.451527,0.781286
307.232813,0.781286
307.982847,0.750034
308.732882,0.750034
309.482916,0.750034
310.201699,0.718783
310.936108,0.734409
311.670516,0.734409
312.389299,0.718783
313.108082,0.718783
313.811239,0.703157
314.498771,0.687531
315.186302,0.687531
315.858208,0.671906
316.561365,0.703157
317.295774,0.734409
318.061434,0.765660
318.811468,0.750034
319.624005,0.812537
320.420917,0.796911
321.249080,0.828163
322.077243,0.828163
322.905406,0.828163
323.717943,0.812537
350.875436,0.828163
351.719224,0.843789
352.547387,0.828163
353.375550,0.828163
354.188087,0.812537
355.016250,0.828163
355.813162,0.796911
356.625699,0.812537
357.422611,0.796911
358.235148,0.812537
359.047685,0.812537
359.860222,0.812537
360.704011,0.843789
361.485296,0.781286
362.266582,0.781286
363.172874,0.906291
364.001037,0.828163
364.735445,0.734409
365.532357,0.796911
